WMO,ICAO,RAOB STATION NAME,ST,CO,EL,  LAT,N, LONG,E
97980,WAKK,MERAUKE/MOPAH,,ID,3,8.47,S,140.38,E
98223,RPLI,LAOAG INTL(PH-ARMY,,PH,5,18.18,N,120.53,E
98233,RPUT,TUGUEGARAO,,PH,62,17.64,N,121.75,E
98327,RPMK,CLARK AB,,PH,17,14.8,N,120.27,E
98328,RPUB,BAGUIO,,PH,1501,16.42,N,120.6,E
98426,RPLB,OLONGAPO,,PH,17,14.8,N,120.27,E
98433,----,TANAY,,PH,614,14.57,N,121.37,E
98444,RPMP,LEGAZPI/LUZON ISL,,PH,17,13.13,N,123.73,E
98618,----,PUERTO PRINCESA,,PH,15,9.75,N,118.73,E
98630,----,CUYO,,PH,4,10.85,N,121.03,E
98646,RPMT,MACTAN INTL(CIV/AF,,PH,24,10.3,N,123.97,E
98653,----,SURIGAO,,PH,22,9.8,N,125.5,E
98747,----,LUMBIA AIRPORT,,PH,188,8.41,N,124.61,E
98753,----,DAVAO AIRPORT,,PH,18,7.12,N,125.65,E
98836,----,ZAMBOANGA MINDANAO,,PH,6,6.9,N,122.07,E
99017, C7L,SHIP LIMA,,UK,0,57,N,20,W
99018,LDWR,SHIP MIKE,,NO,0,66,N,2,E
99023,GACA,SHIP ROMEO,,FR,0,47,N,17,E
