WMO,ICAO,RAOB STATION NAME,ST,CO,EL,  LAT,N, LONG,E
42706,----,BANKURA,,IN,99,23.38,N,87.08,E
42709,----,BURDWAN,,IN,30,23.23,N,87.85,E
42724,VEAT,AGARTALA,,IN,16,23.88,N,91.25,E
42767,----,PACHMARHI,,IN,1061,22.47,N,78.43,E
42798,VEJS,JAMSHEDPUR,,IN,142,22.81,N,86.18,E
42805,----,ULUBERIA,,IN,57,22.5,N,87.95,E
42807,----,CALCUTTA AIRPORT,,IN,5,22.53,N,88.33,E
42809,VECC,CALCUTTA/DUM DUM,,IN,6,22.65,N,88.45,E
42830,----,PORBANDAR,,IN,5,21.65,N,69.67,E
42867,VANP,NAGPUR SONEGAON AF,,IN,310,21.1,N,79.05,E
42874,----,PBO RAIPUR,,IN,298,21.22,N,81.67,E
42886,----,JHARSUGUDA,,IN,230,21.91,N,84.08,E
42895,----,BALASORE,,IN,20,21.5,N,86.93,E
42909,----,VERAVAL,,IN,8,20.9,N,70.37,E
42931,----,BULDANA,,IN,650,20.53,N,76.23,E
42970,----,CUTTACK,,IN,27,20.47,N,85.93,E
42971,VEBS,BHUBANESWAR,,IN,46,20.25,N,85.83,E
42977,----,SANDHEADS,,IN,10,20.85,N,88.25,E
43003,VABB,BOMBAY/SANTACRUZ,,IN,14,19.12,N,72.85,E
43013,----,AURANGABAD,,IN,581,19.88,N,75.33,E
43014,VAAU,AURANGABAD AIRPORT,,IN,579,19.85,N,75.4,E
43017,----,PARBHANI,,IN,423,19.27,N,76.77,E
43041,----,JAGDALPUR,,IN,553,19.08,N,82.03,E
43049,----,GOPALPUR,,IN,17,19.26,N,84.88,E
43063,----,POONA,,IN,559,18.53,N,73.85,E
43083,----,MEDAK,,IN,472,18.05,N,78.27,E
43110,----,RATNAGIRI,,IN,34,16.98,N,73.33,E
43121,----,GULBARGA,,IN,458,17.35,N,76.85,E
43128,VOHY,HYDERABAD (CIV/MIL,,IN,545,17.45,N,78.47,E
43150,----,VISHAKHAPATNAM/WAL,,IN,66,17.7,N,83.3,E
43158,----,SANGLI,,IN,549,16.85,N,74.6,E
43182,----,NANDIGAMA,,IN,51,16.78,N,80.28,E
43185,----,MACHILIPATNAM,,IN,3,16.2,N,81.15,E
43189,----,KAKINADA,,IN,8,16.95,N,82.23,E
43192,----,GOA/PANJIM,,IN,60,15.48,N,73.82,E
43194,----,GOA/DABOLIM AIRPOR,,IN,52,15.38,N,73.82,E
43198,VABM,BELGAUM/SAMBRA,,IN,747,15.85,N,74.62,E
43201,----,GADAG,,IN,650,15.42,N,75.63,E
43205,VOBI,BELLARY,,IN,449,15.15,N,76.85,E
43237,----,ANANTAPUR,,IN,350,14.68,N,77.62,E
43257,----,AGUMBE,,IN,659,13.5,N,75.08,E
43275,----,TIRUPATHI,,IN,105,13.67,N,79.58,E
43279,VOMM,MADRAS/MINAMBAKKAM,,IN,16,13,N,80.18,E
43285,----,MANGALORE/PANAMBUR,,IN,31,12.95,N,74.83,E
43289,----,MANDYA,,IN,695,12.5,N,76.83,E
43295,----,BANGALORE,,IN,921,12.97,N,77.58,E
43296,----,BANGALORE AERO,,IN,897,12.95,N,77.63,E
43299,----,KOLAR GOLD FIELD,,IN,882,12.95,N,78.3,E
43310,----,LONG ISLAND,,IN,25,12.42,N,92.93,E
43311,----,AMINI DIVI,,IN,4,11.12,N,72.73,E
43312,----,AGATTI,,IN,4,10.85,N,72.47,E
43316,----,NILAMBUR,,IN,31,11.28,N,76.23,E
43319,----,COIMBATURE,,IN,409,11,N,76.97,E
43321,VOCB,COIMBATORE/PEEL,,IN,399,11.03,N,77.05,E
43330,----,THANJAVUR,,IN,68,10.78,N,79.13,E
43333,VEPB,PORT BLAIR,,IN,79,11.67,N,92.72,E
43344,----,TIRUCHIRAPALLI,,IN,88,10.76,N,78.71,E
43346,----,KARAIKAL,,IN,7,10.92,N,79.83,E
43349,----,VEDARANNIYAM,,IN,2,10.37,N,79.85,E
43353,VOCC,COCHIN (IN-NAVY),,IN,3,9.95,N,76.27,E
43359,----,MADURAI,,IN,132,9.92,N,78.12,E
43368,----,CAR NICOBAR,,IN,14,9.15,N,92.82,E
43369,----,MINICOY ISLAND,,IN,2,8.3,N,73.15,E
43371,----,THIRUVANANTHAPURAM,,IN,64,8.48,N,76.95,E
43377,----,KANNIYAKUMARI,,IN,37,8.08,N,77.5,E
43413,----,MANNAR,,LK,3,8.98,N,79.92,E
43418,----,TRINCOMALEE,,LK,7,8.58,N,81.25,E
43424,----,PUTTALAM,,LK,2,8.03,N,79.83,E
43466,----,COLOMBO,,LK,7,6.9,N,79.87,E
43497,----,HAMBANTOTA,,LK,20,6.12,N,81.13,E
43555,----,MALE,,MD,2,4.2,N,73.53,E
43599,----,GAN,,MD,2,0.68,S,73.15,E
44212,----,ULAN-GOM,,MO,936,49.97,N,92.08,E
44218,----,KOHO HOVDO,,MO,1406,48.02,N,91.65,E
44231,----,MUREN,,MO,1288,49.63,N,100.17,E
44232,----,HUTAG,,MO,949,49.38,N,102.7,E
44237,----,ERDENEMANDAL,,MO,1510,48.53,N,101.38,E
44259,----,CHOIBALSAN,,MO,756,48.07,N,114.5,E
44272,----,ULAN KOM,,MO,1753,47.75,N,96.85,E
44277,----,ALTAI,,MO,2147,46.4,N,96.25,E
44282,----,TSETSERLEG,,MO,1697,47.45,N,101.47,E
44287,----,BAIANHONGOR,,MO,1879,46.13,N,100.68,E
44288,----,ARBAIHER,,MO,1832,46.27,N,102.78,E
44292,----,ULAN-BATOR,,MO,1313,47.93,N,106.98,E
44298,----,CHOIR,,MO,1285,46.45,N,108.22,E
44341,----,MANDALGOVL,,MO,1397,45.77,N,106.28,E
44354,----,SAINSHAND,,MO,936,44.9,N,110.12,E
44373,----,DALANZADGAD,,MO,1470,43.58,N,104.42,E
44454,VNKT,KATHMANDU INTL,,NP,1337,27.7,N,85.37,E
45004,----,KING'S PARK,,HK,66,22.32,N,114.17,E
46689,----,MATSU,,TW,91,26.17,N,119.93,E
46692,----,TAIBEI,,TW,9,25.03,N,121.52,E
46695,----,PENGJIA YU,,TW,102,25.63,N,122.07,E
46699,----,HUA-LIEN CITY,,TW,19,23.98,N,121.6,E
46734,RCQC,MAKUNG AB,,TW,31,23.58,N,119.62,E
46736,----,KINMEN,,TW,12,24.43,N,118.43,E
46741,----,TAINAN,,TW,14,23,N,120.22,E
46746,----,CHIA-I,,TW,25,23.47,N,120.38,E
46747,RCMJ,DONGGANG,,TW,8,22.47,N,120.43,E
46750,----,PINGTUNG SOUTH,,TW,24,22.67,N,120.45,E
46757,----,HSINCHU CITY,,TW,27,24.83,N,120,E
46763,RCYU,JULIEN AB,,TW,16,24.03,N,121.62,E
46765,----,JOYUTANG,,TW,1015,23.88,N,120.85,E
46780,----,LU-TAO,,TW,280,22.68,N,121.5,E
46810,RCLM,DONGSHA,,TW,6,20.67,N,116.72,E
46902,----,NENSHA ISLAND,,TW,5,10.38,N,114.37,E
47022,----,PUNGSAN,,KR,1206,40.82,N,128.15,E
47041,----,HAMHEUNG,,KR,38,39.93,N,127.55,E
47058,ZKPY,PYONGYANG,,KR,38,39.03,N,125.78,E
47090,----,SOKCHO,,KR,19,38.15,N,128.34,E
47102,----,BAENGNYEONGDO,,KO,158,37.58,N,124.38,E
47103,----,PAENGNYONG-DO ISLA,,KO,177,37.97,N,124.67,E
47104,----,BUKGANGNEUNG,,KO,79,37.83,N,128.86,E
47107,----,KANGNUNG AFB,,KO,6,37.75,N,128.95,E
47110,----,SEOUL/KIMPO,,KO,20,37.55,N,126.8,E
47112,----,INCHON,,KO,70,37.48,N,126.63,E
47114,RKNW,WONJU,,KO,150,37.33,N,127.95,E
47118,----,HOENGSONG AFB,,KO,101,37.43,N,127.95,E
47122,RKSO,OSAN (US/KOR-AFB),,KO,12,37.1,N,127.03,E
47129,----,SOSAN,,KO,21,36.77,N,126.47,E
47130,----,ULCHIN,,KO,51,36.98,N,129.42,E
47132,----,TAEJON AFB,,KO,64,36.33,N,127.38,E
47134,----,YECHON,,KO,120,36.62,N,128.35,E
47135,----,CHUPUNGNYONG,,KO,249,36.22,N,128,E
47138,----,POHANG,,KO,6,36.03,N,129.38,E
47142,----,TAEGU,,KO,35,35.9,N,128.65,E
47144,----,KUNSAN RADAR,,KO,215,36.02,N,126.78,E
47153,----,PUSAN WEST,,KO,4,35.18,N,128.93,E
47158,RKJJ,KWANGJU (KOR-AFB),,KO,13,35.12,N,126.82,E
47161,----,SACHON,,KO,8,35.08,N,128.08,E
47169,----,HEUKSANDO,,KO,15,34.7,N,125.4,E
47170,----,WANDO ISLAND,,KO,12,34.3,N,126.75,E
47185,----,CHEJU,,KO,73,33.28,N,126.17,E
47186,----,NAT TYPHOON CENTER,,KO,246,33.33,N,126.68,E
47401,----,WAKKANAI,,JP,11,45.42,N,141.68,E
47402,----,KITAMIESASHI,,JP,8,44.93,N,142.58,E
47407,----,ASAHIKAWA,,JP,116,43.77,N,142.37,E
47412,----,SAPPORO,,JP,19,43.05,N,141.33,E
47413,----,IWAMIZAWA,,JP,51,43.22,N,141.78,E
47418,RJCS,KUSHIRO/KENEBET,,JP,37,42.98,N,144.4,E
47420,----,NEMURO,,JP,26,43.33,N,145.58,E
47421,----,SUTTSU,,JP,38,42.8,N,140.23,E
47428,----,ESASHI,,JP,12,41.87,N,140.13,E
47472,----,RISHIRI AIRPORT,,JP,33,45.23,N,141.2,E
47481,RJCM,MEMAMBETSU AIRPORT,,JP,36,43.9,N,144.17,E
47545,RJSK,AKITA AIRPORT,,JP,96,39.62,N,140.22,E
47549,RJSI,HANAMAKI AIRPORT,,JP,93,39.43,N,141.13,E
47570,----,WAKAMATSU,,JP,213,37.48,N,139.92,E
47572,----,NIIGATA/YAHIKOY,,JP,634,37.72,N,138.82,E
47573,RJSN,NIIGATA,,JP,4,37.95,N,139.12,E
47580,RJSM,MISAWA,,JP,36,40.68,N,141.38,E
47581,----,HACHINOHE,,JP,28,40.53,N,141.53,E
47582,----,AKITA,,JP,21,39.72,N,140.1,E
47590,----,SENDAI,,JP,43,38.27,N,140.9,E
47591,RJST,MATSUSHIMA,,JP,5,38.4,N,141.22,E
47592,----,ISHINOMAKI,,JP,45,38.43,N,141.3,E
47597,----,SHIRAKAWA,,JP,356,37.12,N,140.22,E
47600,----,WAJIMA,,JP,14,37.38,N,136.9,E
47601,----,HEGURASHIMA,,JP,14,37.85,N,136.92,E
47604,----,NIIGATA,,JP,7,37.92,N,139.05,E
47615,----,UTSUNOMIYA,,JP,140,36.55,N,139.87,E
47617,----,TAKAJAMA,,JP,561,36.15,N,137.25,E
47618,----,MATSUMOTO,,JP,611,36.25,N,137.97,E
47620,----,SUWA,,JP,762,36.05,N,138.12,E
47622,----,KARUIZAWA MOUNTAIN,,JP,1004,36.33,N,138.55,E
47638,----,KOFU,,JP,274,35.67,N,138.55,E
47640,----,KAWAGUCHIKO,,JP,861,35.5,N,138.77,E
47641,----,CHICHIBU,,JP,219,35.98,N,139.08,E
47646,----,TATENO,,JP,31,36.05,N,140.13,E
47651,----,TSU,,JP,18,34.73,N,136.52,E
47657,----,MISHIMA ISLAND,,JP,22,35.12,N,138.93,E
47670,----,YOKOHAMA,,JP,42,35.43,N,139.65,E
47671,RJTT,TOKYO INTL AIRPORT,,JP,8,35.55,N,139.78,E
47677,----,MIYAKEJIMA ISLAND,,JP,37,34.12,N,139.52,E
47678,----,HACHIJOJIMA/OMURE,,JP,80,33.12,N,139.78,E
47680,RJTR,KASTNER,,JP,109,35.52,N,139.4,E
47681,RJNH,HAMAMATSU AB,,JP,48,34.73,N,137.67,E
47686,RJAA,NEW TOKYO INTL AIR,,JP,44,35.77,N,140.38,E
47688,----,TATEYAMA AFB,,JP,5,34.98,N,139.83,E
47707,RJNT,TOYAMA AIRPORT,,JP,27,36.65,N,137.18,E
47727,----,SHIMOFUSA AFB,,JP,33,35.78,N,140.02,E
47738,RJTH,HACHIJOJIMA ISLAND,,JP,95,33.12,N,139.78,E
47740,----,SAIGO,,JP,31,36.2,N,133.33,E
47741,----,MATSUE,,JP,22,35.45,N,133.06,E
47744,----,YONAGO,,JP,8,35.43,N,133.35,E
47764,----,IWAKUNI,,JP,3,34.15,N,132.23,E
47770,----,KOBE,,JP,59,34.68,N,135.18,E
47771,RJOO,OSAKA INTL AIRPORT,,JP,15,34.78,N,135.45,E
47772,----,OSAKA,,JP,50,34.68,N,135.53,E
47778,----,SHIONOMISAKI,,JP,75,33.45,N,135.77,E
47788,RJOF,HOFU (JASDF),,JP,5,34.03,N,131.55,E
47807,----,FUKUOKA,,JP,14,33.58,N,130.38,E
47808,RJFF,FUKUOKA/ITAZUKE,,JP,12,33.58,N,130.45,E
47817,----,NAGASAKI,,JP,35,32.73,N,129.87,E
47821,----,ASOSAN MOUNTAIN,,JP,1144,32.88,N,131.08,E
47822,----,NOBEOKA,,JP,21,32.58,N,131.67,E
47827,----,KAGOSHIMA/YOSHINO,,JP,31,31.63,N,130.58,E
47855,RJFU,NAGASAKI (CIV/JMSD,,JP,5,32.92,N,129.92,E
47858,RJDB,IKI AIRPORT,,JP,16,33.75,N,129.78,E
47881,RJOS,TOKUSHIMA(JMSDF/CV,,JP,11,34.13,N,134.62,E
47887,----,MATSUYAMA,,JP,34,33.83,N,132.78,E
47909,----,NAZE/FUNCHATOGE,,JP,7,28.38,N,129.55,E
47910,RJKN,TOKUNOSHIMA ISLAND,,JP,5,27.83,N,128.88,E
47911,ROYN,TONAGUNI AIRPORT,,JP,17,24.47,N,122.98,E
47917,----,IRIOMOTEJIMA ISLAN,,JP,9,24.38,N,123.75,E
47918,ROIG,ISHIGAKIJIMA ISLAN,,JP,7,24.33,N,124.17,E
47919,----,ISHIGIKI AIRPORT,,JP,26,24.33,N,125.18,E
47935,ROHF,HAMBY,,JP,6,26.3,N,127.77,E
47936,----,NAHA AIRPORT,,JP,53,26.2,N,127.68,E
47945,ROMD,MINAMIDAITOJIMA IS,,JP,15,25.83,N,131.23,E
47971,RJAO,CHICHIJIMA ISLAND,,JP,8,27.08,N,142.18,E
47981,RJAW,IWOJIMA (JMSDF),,JP,116,24.78,N,141.33,E
47991,RJAM,MINAMITORISHIMA,,JP,9,24.3,N,153.97,E
48008,----,MYITKYINA,,BM,147,25.37,N,97.4,E
48017,----,PINLEBU,,BM,259,24.08,N,95.37,E
48024,----,KALEMYO,,BM,152,23.2,N,94.07,E
48042,VBRM,MANDALAY,,BM,76,21.98,N,96.1,E
48053,----,MEIKTILA,,BM,220,20.88,N,95.9,E
48058,----,LOILEM,,BM,1355,20.92,N,97.55,E
48062,----,AKYAB,,BM,5,20.13,N,92.88,E
48080,----,SANDOWAY,,BM,11,18.47,N,94.35,E
48087,----,HENZADA,,BM,26,17.67,N,95.42,E
48097,----,RANGOON,,BM,15,16.77,N,96.17,E
48108,----,TAVOY,,BM,17,14.1,N,98.22,E
48110,----,MERGUI,,BM,37,12.43,N,98.6,E
48112,----,VICTORIA POINT,,BM,47,9.97,N,98.58,E
48327,VTCC,CHIANG MAI (CIV/AF,,TH,314,18.78,N,98.98,E
48328,VTCL,LAMPANG,,TH,242,18.28,N,99.52,E
48353,VTUL,LOEI,,TH,254,17.45,N,101.73,E
48354,VTUD,UDON THANI,,TH,182,17.38,N,102.8,E
48357,----,NAKHON PHANOM,,TH,176,17.38,N,104.65,E
48375,VTPM,MAE SOT/TAK,,TH,197,16.67,N,98.55,E
48378,VTPS,PHITSANULOK,,TH,45,16.82,N,100.27,E
48379,----,PHETCHABUN,,TH,114,16.42,N,101.13,E
48407,VTUU,UBON/RATCHATHANI,,TH,127,15.25,N,104.87,E
48416,----,THA TUM,,TH,129,15.32,N,103.68,E
48429,----,SUVARNABHUMI INTL,,TH,6,13.63,N,100.77,E
48430,VTBI,PRACHIN BURI,,TH,6,14.05,N,101.37,E
48431,VTUN,NAKHON RATCHASIMA,,TH,181,14.97,N,102.83,E
48453,----,BANG NA AGROMET,,TH,3,13.67,N,100.6,E
48455,----,BANGKOK,,TH,20,13.73,N,100.5,E
48456,VTBD,BANGKOK/DON MUA,,TH,12,13.92,N,100.6,E
48459,VTBS,CHON BURI/SATTA,,TH,2,13.37,N,100.98,E
48477,STTA,SATTAHIP,,TH,18,12.68,N,100.98,E
48478,VTBU,RAYONG,,TH,5,12.63,N,101.35,E
48480,VTBC,CHANTHABURI,,TH,4,12.6,N,102.12,E
48500,VTBP,PRACHUAP KHIRIKHAN,,TH,5,11.83,N,99.83,E
48551,VTSB,SURAT THANI,,TH,11,9.12,N,99.35,E
48565,VTSP,PHUKET INTL AIRPOR,,TH,10,8.12,N,98.32,E
48568,VTSH,SONGKHLA (THAI-NAV,,TH,5,7.2,N,100.6,E
48569,VTSS,HAT YAI INTL (AFB),,TH,35,6.92,N,100.43,E
48580,VTSK,PATTANI,,TH,9,6.78,N,101.15,E
48601,WMKP,PENANG/BAYAN LEPAS,,MS,4,5.3,N,100.27,E
48602,----,BUTTERWORTH,,MS,1,5.47,N,100.38,E
48615,WMKC,KOTA BHARU/SULTAN,,MS,5,6.17,N,102.28,E
48619,WMKN,KUALA TRENGGANU,,MS,6,5.38,N,103.1,E
48620,WMBA,SITIAWAN,,MS,8,4.22,N,100.7,E
48647,----,KUALA LUMPUR,,MS,22,3.12,N,101.55,E
48648,----,PETALING JAYA,,MS,57,3.1,N,101.65,E
48650,----,SEPANG (KUALA LUMP,,KL,16,2.73,N,101.7,E
48657,WMKD,KUANTAN (AFB),,MS,16,3.78,N,103.22,E
48698,WSSS,SINGAPORE/CHANGI,,SR,16,1.37,N,103.98,E
48811,VVDB,DIEN BIEN PHU ARPT,,VS,472,21.4,N,103.02,E
48820,VVNB,HANOI/NOIBAI INTL,,VS,6,21.02,N,105.8,E
48839,----,BACH LONGVI,,VS,60,20.13,N,107.72,E
48845,VVVH,VINH,,VS,6,18.7,N,105.67,E
48848,----,DONG HOI,,VS,8,17.52,N,106.58,E
48855,VVDN,DA NANG INTL ARPT,,VS,7,16.03,N,108.18,E
48870,----,QUI NHON,,VS,5,13.77,N,109.22,E
48873,----,TUY-HOA,,VS,11,13.08,N,109.28,E
48877,VVNT,NHA TRANG,,VS,10,12.15,N,109.12,E
48887,----,PHAN THIET,,VS,8,10.93,N,108.1,E
48900,VVTS,HO CHI MINH/TANSON,,VS,19,10.82,N,106.67,E
48910,----,VINH LONG,,VS,3,10.25,N,105.95,E
48914,----,CA MAU (POINT),,VS,3,9.17,N,105.17,E
48918,----,CON SON,,VS,5,8.7,N,106.58,E
48936,----,PAKLAY,,LA,220,18.2,N,101.2,E
48968,----,KRAKOR,,KH,5,12.52,N,104.18,E
48995,VDKC,KOMPONG-CHAM,,KH,16,12,N,105.45,E
48998,----,SVAY RIENG,,KH,6,11.08,N,105.8,E
50527,----,HAILAR,SY,CN,611,49.22,N,119.75,E
50557,----,NENJIANG,SY,CN,243,49.17,N,125.23,E
50603,----,CHIN-BARAG,SY,CN,555,48.67,N,116.82,E
50745,ZYQQ,QIQIHAR,SY,CN,148,47.38,N,123.92,E
50774,----,YICHUN,SY,CN,232,47.72,N,128.9,E
50834,----,TE-PO-SU-K,SY,CN,427,46.5,N,121.37,E
50953,----,HARBIN,SY,CN,143,45.75,N,126.77,E
50963,----,TONGHE,SY,CN,110,45.97,N,128.73,E
50968,----,SHANGZHI,SY,CN,191,45.22,N,127.97,E
51076,----,ALTAY,UQ,CN,737,47.73,N,88.08,E
51133,----,TA CHENG,UQ,CN,549,46.73,N,83,E
51156,----,HOBOG SAIR,UQ,CN,1294,46.78,N,85.72,E
51232,----,BORDER STATION,UQ,CN,823,45.97,N,82.53,E
51243,----,KARAMAY,UQ,CN,428,45.6,N,84.85,E
51288,----,BAYTIK SHAN,UQ,CN,1651,45.37,N,90.53,E
51334,----,JINGHE,UQ,CN,321,44.62,N,82.9,E
51379,----,CHITAI,UQ,CN,797,44.02,N,89.57,E
51431,ZWYN,YINING,UQ,CN,663,43.95,N,81.33,E
51437,----,ZHAOSU/MONGGOLK,UQ,CN,1830,43.17,N,81.12,E
51463,----,URUMQI,UQ,CN,919,43.78,N,87.62,E
51467,----,BALGUNTAY,UQ,CN,1753,42.67,N,86.33,E
51495,----,CHI CHIA CHIENG,UQ,CN,874,43.48,N,91.63,E
51567,----,YANQI,UQ,CN,1097,42.05,N,86.57,E
51573,----,TULUFAN,UQ,CN,35,42.93,N,89.2,E
51628,----,WEN-SU,UQ,CN,1286,41.27,N,80.23,E
51633,----,BAICHENG/BAY,UQ,CN,1280,41.77,N,81.87,E
51642,----,LUNTAI/BUGUR,UQ,CN,883,41.78,N,84.17,E
51644,----,KUQA,UQ,CN,1100,41.72,N,82.95,E
51656,----,KORLA,UQ,CN,933,41.75,N,86.13,E
51701,----,SAI KO LO TEMA,UQ,CN,3651,40.45,N,75.38,E
51705,----,AR-TUX,UQ,CN,1494,39.67,N,76.17,E
51709,ZWSH,KASHI,UQ,CN,1291,39.47,N,75.98,E
51711,----,AIT BAI,UQ,CN,1986,40.85,N,77.93,E
51716,----,BACHU,UQ,CN,1117,39.8,N,78.57,E
51765,----,TIKANLIK,UQ,CN,847,40.63,N,87.7,E
51777,----,RUOQIANG,UQ,CN,889,39.03,N,88.17,E
51811,----,SOCHE,UQ,CN,1232,38.43,N,77.27,E
51818,----,PISHAN,UQ,CN,1376,37.62,N,78.28,E
51828,ZWTN,HOTAN,UQ,CN,1375,37.13,N,79.93,E
51839,----,MINFENG/NIYA,UQ,CN,1410,37.07,N,82.77,E
51848,----,ANDIR,UQ,CN,1264,37.93,N,83.65,E
51855,----,CHIEMO,UQ,CN,1248,38.15,N,85.55,E
51886,----,MANGNAI,LZ,CN,2945,38.25,N,90.85,E
52203,ZWHM,HAMI,UQ,CN,739,42.82,N,93.52,E
52267,----,EJIN QI,LZ,CN,941,41.95,N,101.07,E
52323,----,MAZONG SHAN (MOUNT,LZ,CN,1770,41.8,N,97.03,E
52378,----,GUAIZIHU,LZ,CN,960,41.37,N,102.37,E
52418,----,DUNHUANG,LZ,CN,1140,40.15,N,94.68,E
52495,----,BAYAN MOD,LZ,CN,1329,40.75,N,104.5,E
52533,ZLJQ,JIUQUAN/SUZHOU,LZ,CN,1478,39.77,N,98.48,E
52602,----,LING HU CHEN,LZ,CN,2734,38.83,N,93.38,E
52652,----,ZHANGYE,LZ,CN,1483,38.93,N,100.43,E
52681,----,MINQIN,LZ,CN,1367,38.63,N,103.08,E
52818,----,GOLMUD,LZ,CN,2809,36.42,N,94.9,E
52833,----,SERH,LZ,CN,2987,36.95,N,98.35,E
52836,----,DULAN/QAGAN US,LZ,CN,3192,36.3,N,98.1,E
52856,----,GONGHE,LZ,CN,2743,36.35,N,100.78,E
52866,ZLXN,XINING,LZ,CN,2262,36.62,N,101.77,E
52889,----,LANZHOU,LZ,CN,1518,36.05,N,103.88,E
52983,----,YU ZHONG,LZ,CN,1875,35.52,N,104.09,E
53068,----,ERENHOT,BJ,CN,966,43.65,N,112,E
53336,----,HALIUT,BJ,CN,1290,41.57,N,108.52,E
53463,ZBHH,HOHHOT,BJ,CN,1065,40.82,N,111.68,E
53513,----,LINHE,BJ,CN,1041,40.77,N,107.4,E
53543,----,DONGSHENG,BJ,CN,1459,39.83,N,109.98,E
53614,ZLIC,YINCHUAN,LZ,CN,1112,38.48,N,106.22,E
53772,ZBYN,TAIYUAN/WUSU,BJ,CN,779,37.78,N,112.55,E
53782,----,YANGQUAN,BJ,CN,908,37.82,N,113.57,E
53798,----,ZINGTAI,BJ,CN,78,37.07,N,114.5,E
53845,ZLYA,YAN AN,LZ,CN,959,36.6,N,109.5,E
53898,----,ANYANG/ZHANGDE,BJ,CN,76,36.12,N,114.37,E
53915,----,PINGLIANG,LZ,CN,1348,35.55,N,106.67,E
54102,----,XILIN HOT/ABAGNAR,BJ,CN,991,43.95,N,116.07,E
54135,----,TONGLIAO,SY,CN,180,43.6,N,122.27,E
54161,ZYCC,CHANGCHUN,SY,CN,238,43.9,N,125.22,E
54208,----,DUOLUN/DOLONNUR,BJ,CN,1247,42.18,N,116.47,E
54218,----,CHIFENG/ULANHAD,SY,CN,572,42.27,N,118.97,E
54237,----,FUXIN,SY,CN,182,42,N,121.63,E
54285,----,LUSHUIHE,SY,CN,853,42.52,N,127.8,E
54292,----,YANJI,SY,CN,178,42.88,N,129.47,E
54337,----,JINZHOU,SY,CN,70,41.12,N,121.07,E
54342,ZYYY,SHENYANG/DONGTA,SY,CN,43,41.77,N,123.43,E
54374,----,LINJIANG,SY,CN,333,41.72,N,126.92,E
54401,----,ZHANGJIAKOU,BJ,CN,726,40.78,N,114.88,E
54405,----,HUAILAI/SHACHEN,BJ,CN,538,40.4,N,115.5,E
54497,----,DANDONG,SY,CN,14,40.08,N,124.33,E
54511,ZBAA,BEIJING/PEKING,BJ,CN,55,39.93,N,116.28,E
54539,----,LETING,BJ,CN,11,39.42,N,118.9,E
54662,ZYTL,DALIAN/DAIREN/LUDA,BJ,CN,97,38.9,N,121.63,E
54727,----,ZHANGQIU,BJ,CN,123,36.42,N,117.33,E
54776,----,CHENGSHANTOU,BJ,CN,47,37.4,N,122.68,E
54823,ZSTN,JINAN/TSINAN,BJ,CN,58,36.68,N,116.98,E
54826,----,TAI SHAN (MTNS),BJ,CN,1536,36.25,N,117.1,E
54857,ZSQD,QINGDAO/TSINGTAO,BJ,CN,77,36.07,N,120.33,E
55228,----,KA-ERH,CD,CN,4279,32.12,N,80.07,E
55248,----,LA KAO TSU,CD,CN,4420,32.07,N,84.05,E
55279,----,BANGON,CD,CN,4701,31.37,N,90.02,E
55299,----,NAGQU,CD,CN,4508,31.48,N,92.07,E
55472,----,XANZA,CD,CN,4671,30.95,N,88.63,E
55578,----,ZHIKATSE,CD,CN,3837,29.22,N,88.92,E
55591,ZULS,LHASA,CD,CN,3650,29.67,N,91.13,E
55598,----,NEDONG,CD,CN,3657,29.23,N,91.77,E
55664,----,TINGRI/XEGAR,CD,CN,4302,28.63,N,87.08,E
55696,----,LHUNZE,CD,CN,3900,28.42,N,92.47,E
55773,----,PALI MONASTERY,CD,CN,4301,27.75,N,89.17,E
56004,----,TUOTUOHE/TANGGU,LZ,CN,4535,34.22,N,92.43,E
